,info
method=[binary_search_from_scratch]_edge=[0-1]_changed=[Room1],0.0
method=[binary_search_from_scratch]_edge=[0-3]_changed=[Room1],0.875
method=[binary_search_from_scratch]_edge=[1-2]_changed=[Room1],0.0
method=[binary_search_from_scratch]_edge=[2-5]_changed=[Room1],0.732422
method=[binary_search_from_scratch]_edge=[3-4]_changed=[Room1],0.820312
method=[binary_search_from_scratch]_edge=[4-5]_changed=[Room1],0.65625
method=[binary_search_from_scratch]_edge=[4-7]_changed=[Room1],0.537109
method=[binary_search_from_scratch]_edge=[5-8]_changed=[Room1],0.451172
method=[binary_search_from_scratch]_edge=[7-8]_changed=[Room1],0.634766
method=[binary_search_from_scratch]_edge=[global]_changed=[Room1],0.244717
method=[binary_search_from_scratch]_edge=[0-1]_changed=[Room2],0.792969
method=[binary_search_from_scratch]_edge=[0-3]_changed=[Room2],0.710938
method=[binary_search_from_scratch]_edge=[1-2]_changed=[Room2],0.0
method=[binary_search_from_scratch]_edge=[2-5]_changed=[Room2],0.0
method=[binary_search_from_scratch]_edge=[3-4]_changed=[Room2],0.820312
method=[binary_search_from_scratch]_edge=[4-5]_changed=[Room2],0.601562
method=[binary_search_from_scratch]_edge=[4-7]_changed=[Room2],0.488281
method=[binary_search_from_scratch]_edge=[5-8]_changed=[Room2],0.574219
method=[binary_search_from_scratch]_edge=[7-8]_changed=[Room2],0.683594
method=[binary_search_from_scratch]_edge=[global]_changed=[Room2],0.201451
method=[binary_search_from_scratch]_edge=[0-1]_changed=[Room3],0.792969
method=[binary_search_from_scratch]_edge=[0-3]_changed=[Room3],0.0
method=[binary_search_from_scratch]_edge=[1-2]_changed=[Room3],0.710938
method=[binary_search_from_scratch]_edge=[2-5]_changed=[Room3],0.78125
method=[binary_search_from_scratch]_edge=[3-4]_changed=[Room3],0.0
method=[binary_search_from_scratch]_edge=[4-5]_changed=[Room3],0.765625
method=[binary_search_from_scratch]_edge=[4-7]_changed=[Room3],0.585938
method=[binary_search_from_scratch]_edge=[5-8]_changed=[Room3],0.410156
method=[binary_search_from_scratch]_edge=[7-8]_changed=[Room3],0.683594
method=[binary_search_from_scratch]_edge=[global]_changed=[Room3],0.180645
method=[binary_search_from_scratch]_edge=[0-1]_changed=[Room4],0.792969
method=[binary_search_from_scratch]_edge=[0-3]_changed=[Room4],0.765625
method=[binary_search_from_scratch]_edge=[1-2]_changed=[Room4],0.820312
method=[binary_search_from_scratch]_edge=[2-5]_changed=[Room4],0.732422
method=[binary_search_from_scratch]_edge=[3-4]_changed=[Room4],0.0
method=[binary_search_from_scratch]_edge=[4-5]_changed=[Room4],0.0
method=[binary_search_from_scratch]_edge=[4-7]_changed=[Room4],0.0
method=[binary_search_from_scratch]_edge=[5-8]_changed=[Room4],0.533203
method=[binary_search_from_scratch]_edge=[7-8]_changed=[Room4],0.585938
method=[binary_search_from_scratch]_edge=[global]_changed=[Room4],0.254033
method=[binary_search_from_scratch]_edge=[0-1]_changed=[Room5],0.792969
method=[binary_search_from_scratch]_edge=[0-3]_changed=[Room5],0.820312
method=[binary_search_from_scratch]_edge=[1-2]_changed=[Room5],0.65625
method=[binary_search_from_scratch]_edge=[2-5]_changed=[Room5],0.0
method=[binary_search_from_scratch]_edge=[3-4]_changed=[Room5],0.820312
method=[binary_search_from_scratch]_edge=[4-5]_changed=[Room5],0.0
method=[binary_search_from_scratch]_edge=[4-7]_changed=[Room5],0.634766
method=[binary_search_from_scratch]_edge=[5-8]_changed=[Room5],0.0
method=[binary_search_from_scratch]_edge=[7-8]_changed=[Room5],0.634766
method=[binary_search_from_scratch]_edge=[global]_changed=[Room5],0.271135
method=[binary_search_from_scratch]_edge=[0-1]_changed=[Room6],0.849609
method=[binary_search_from_scratch]_edge=[0-3]_changed=[Room6],0.820312
method=[binary_search_from_scratch]_edge=[1-2]_changed=[Room6],0.65625
method=[binary_search_from_scratch]_edge=[2-5]_changed=[Room6],0.78125
method=[binary_search_from_scratch]_edge=[3-4]_changed=[Room6],0.820312
method=[binary_search_from_scratch]_edge=[4-5]_changed=[Room6],0.601562
method=[binary_search_from_scratch]_edge=[4-7]_changed=[Room6],0.537109
method=[binary_search_from_scratch]_edge=[5-8]_changed=[Room6],0.492188
method=[binary_search_from_scratch]_edge=[7-8]_changed=[Room6],0.683594
method=[binary_search_from_scratch]_edge=[global]_changed=[Room6],0.24707
method=[binary_search_from_scratch]_edge=[0-1]_changed=[Room7],0.792969
method=[binary_search_from_scratch]_edge=[0-3]_changed=[Room7],0.820312
method=[binary_search_from_scratch]_edge=[1-2]_changed=[Room7],0.710938
method=[binary_search_from_scratch]_edge=[2-5]_changed=[Room7],0.732422
method=[binary_search_from_scratch]_edge=[3-4]_changed=[Room7],0.820312
method=[binary_search_from_scratch]_edge=[4-5]_changed=[Room7],0.710938
method=[binary_search_from_scratch]_edge=[4-7]_changed=[Room7],0.0
method=[binary_search_from_scratch]_edge=[5-8]_changed=[Room7],0.533203
method=[binary_search_from_scratch]_edge=[7-8]_changed=[Room7],0.0
method=[binary_search_from_scratch]_edge=[global]_changed=[Room7],0.255084
