,info
method=[informed_check]_edge=[0-1]_changed=[Room1],0.0
method=[infimum_prep]_edge=[0-3]_changed=[Room1],0.875
method=[informed_check]_edge=[0-3]_changed=[Room1],0.875
method=[informed_check]_edge=[1-2]_changed=[Room1],0.0
method=[infimum_prep]_edge=[2-5]_changed=[Room1],0.84375
method=[informed_check]_edge=[2-5]_changed=[Room1],0.84375
method=[infimum_prep]_edge=[3-4]_changed=[Room1],0.90625
method=[informed_check]_edge=[3-4]_changed=[Room1],0.90625
method=[infimum_prep]_edge=[4-5]_changed=[Room1],0.75
method=[informed_check]_edge=[4-5]_changed=[Room1],0.75
method=[infimum_prep]_edge=[4-7]_changed=[Room1],0.71875
method=[informed_check]_edge=[4-7]_changed=[Room1],0.71875
method=[infimum_prep]_edge=[5-8]_changed=[Room1],0.8125
method=[informed_check]_edge=[5-8]_changed=[Room1],0.8125
method=[infimum_prep]_edge=[7-8]_changed=[Room1],0.75
method=[informed_check]_edge=[7-8]_changed=[Room1],0.75
method=[informed_check]_edge=[global]_changed=[Room1],0.483215
method=[infimum_prep]_edge=[0-1]_changed=[Room2],0.316522
method=[informed_check]_edge=[0-1]_changed=[Room2],0.316522
method=[infimum_prep]_edge=[0-3]_changed=[Room2],0.875
method=[informed_check]_edge=[0-3]_changed=[Room2],0.875
method=[informed_check]_edge=[1-2]_changed=[Room2],0.0
method=[informed_check]_edge=[2-5]_changed=[Room2],0.0
method=[infimum_prep]_edge=[3-4]_changed=[Room2],0.90625
method=[informed_check]_edge=[3-4]_changed=[Room2],0.90625
method=[infimum_prep]_edge=[4-5]_changed=[Room2],0.689009
method=[informed_check]_edge=[4-5]_changed=[Room2],0.689009
method=[infimum_prep]_edge=[4-7]_changed=[Room2],0.71875
method=[informed_check]_edge=[4-7]_changed=[Room2],0.71875
method=[infimum_prep]_edge=[5-8]_changed=[Room2],0.283039
method=[informed_check]_edge=[5-8]_changed=[Room2],0.283039
method=[infimum_prep]_edge=[7-8]_changed=[Room2],0.75
method=[informed_check]_edge=[7-8]_changed=[Room2],0.75
method=[informed_check]_edge=[global]_changed=[Room2],0.42746
method=[infimum_prep]_edge=[0-1]_changed=[Room3],0.875
method=[informed_check]_edge=[0-1]_changed=[Room3],0.875
method=[informed_check]_edge=[0-3]_changed=[Room3],0.0
method=[infimum_prep]_edge=[1-2]_changed=[Room3],0.84375
method=[informed_check]_edge=[1-2]_changed=[Room3],0.84375
method=[infimum_prep]_edge=[2-5]_changed=[Room3],0.84375
method=[informed_check]_edge=[2-5]_changed=[Room3],0.84375
method=[informed_check]_edge=[3-4]_changed=[Room3],0.0
method=[infimum_prep]_edge=[4-5]_changed=[Room3],0.383265
method=[informed_check]_edge=[4-5]_changed=[Room3],0.383265
method=[infimum_prep]_edge=[4-7]_changed=[Room3],0.71875
method=[informed_check]_edge=[4-7]_changed=[Room3],0.71875
method=[infimum_prep]_edge=[5-8]_changed=[Room3],0.8125
method=[informed_check]_edge=[5-8]_changed=[Room3],0.8125
method=[infimum_prep]_edge=[7-8]_changed=[Room3],0.75
method=[informed_check]_edge=[7-8]_changed=[Room3],0.75
method=[informed_check]_edge=[global]_changed=[Room3],0.506126
method=[infimum_prep]_edge=[0-1]_changed=[Room4],0.875
method=[informed_check]_edge=[0-1]_changed=[Room4],0.875
method=[infimum_prep]_edge=[0-3]_changed=[Room4],0.875
method=[informed_check]_edge=[0-3]_changed=[Room4],0.875
method=[infimum_prep]_edge=[1-2]_changed=[Room4],0.84375
method=[informed_check]_edge=[1-2]_changed=[Room4],0.84375
method=[infimum_prep]_edge=[2-5]_changed=[Room4],0.84375
method=[informed_check]_edge=[2-5]_changed=[Room4],0.84375
method=[informed_check]_edge=[3-4]_changed=[Room4],0.0
method=[informed_check]_edge=[4-5]_changed=[Room4],0.0
method=[informed_check]_edge=[4-7]_changed=[Room4],0.0
method=[infimum_prep]_edge=[5-8]_changed=[Room4],0.8125
method=[informed_check]_edge=[5-8]_changed=[Room4],0.8125
method=[infimum_prep]_edge=[7-8]_changed=[Room4],0.75
method=[informed_check]_edge=[7-8]_changed=[Room4],0.75
method=[informed_check]_edge=[global]_changed=[Room4],0.506126
method=[infimum_prep]_edge=[0-1]_changed=[Room5],0.875
method=[informed_check]_edge=[0-1]_changed=[Room5],0.875
method=[infimum_prep]_edge=[0-3]_changed=[Room5],0.875
method=[informed_check]_edge=[0-3]_changed=[Room5],0.875
method=[infimum_prep]_edge=[1-2]_changed=[Room5],0.84375
method=[informed_check]_edge=[1-2]_changed=[Room5],0.84375
method=[informed_check]_edge=[2-5]_changed=[Room5],0.0
method=[infimum_prep]_edge=[3-4]_changed=[Room5],0.675674
method=[informed_check]_edge=[3-4]_changed=[Room5],0.675674
method=[informed_check]_edge=[4-5]_changed=[Room5],0.0
method=[infimum_prep]_edge=[4-7]_changed=[Room5],0.71875
method=[informed_check]_edge=[4-7]_changed=[Room5],0.71875
method=[informed_check]_edge=[5-8]_changed=[Room5],0.0
method=[infimum_prep]_edge=[7-8]_changed=[Room5],0.565694
method=[informed_check]_edge=[7-8]_changed=[Room5],0.565694
method=[informed_check]_edge=[global]_changed=[Room5],0.240383
method=[infimum_prep]_edge=[0-1]_changed=[Room6],0.875
method=[informed_check]_edge=[0-1]_changed=[Room6],0.875
method=[infimum_prep]_edge=[0-3]_changed=[Room6],0.875
method=[informed_check]_edge=[0-3]_changed=[Room6],0.875
method=[infimum_prep]_edge=[1-2]_changed=[Room6],0.84375
method=[informed_check]_edge=[1-2]_changed=[Room6],0.84375
method=[infimum_prep]_edge=[2-5]_changed=[Room6],0.84375
method=[informed_check]_edge=[2-5]_changed=[Room6],0.84375
method=[infimum_prep]_edge=[3-4]_changed=[Room6],0.90625
method=[informed_check]_edge=[3-4]_changed=[Room6],0.90625
method=[infimum_prep]_edge=[4-5]_changed=[Room6],0.75
