,info
method=[infimum]_edge=[0-1]_changed=[Room1],0.0
method=[infimum]_edge=[0-3]_changed=[Room1],0.875
method=[infimum]_edge=[1-2]_changed=[Room1],0.0
method=[infimum]_edge=[2-5]_changed=[Room1],0.84375
method=[infimum]_edge=[3-4]_changed=[Room1],0.90625
method=[infimum]_edge=[4-5]_changed=[Room1],0.75
method=[infimum]_edge=[4-7]_changed=[Room1],0.71875
method=[infimum]_edge=[5-8]_changed=[Room1],0.8125
method=[infimum]_edge=[7-8]_changed=[Room1],0.75
method=[infimum]_edge=[global]_changed=[Room1],0.483215
method=[infimum]_edge=[0-1]_changed=[Room2],0.317978
method=[infimum]_edge=[0-3]_changed=[Room2],0.875
method=[infimum]_edge=[1-2]_changed=[Room2],0.0
method=[infimum]_edge=[2-5]_changed=[Room2],0.0
method=[infimum]_edge=[3-4]_changed=[Room2],0.90625
method=[infimum]_edge=[4-5]_changed=[Room2],0.688226
method=[infimum]_edge=[4-7]_changed=[Room2],0.71875
method=[infimum]_edge=[5-8]_changed=[Room2],0.282491
method=[infimum]_edge=[7-8]_changed=[Room2],0.75
method=[infimum]_edge=[global]_changed=[Room2],0.42746
method=[infimum]_edge=[0-1]_changed=[Room3],0.875
method=[infimum]_edge=[0-3]_changed=[Room3],0.0
method=[infimum]_edge=[1-2]_changed=[Room3],0.84375
method=[infimum]_edge=[2-5]_changed=[Room3],0.84375
method=[infimum]_edge=[3-4]_changed=[Room3],0.0
method=[infimum]_edge=[4-5]_changed=[Room3],0.382634
method=[infimum]_edge=[4-7]_changed=[Room3],0.71875
method=[infimum]_edge=[5-8]_changed=[Room3],0.8125
method=[infimum]_edge=[7-8]_changed=[Room3],0.75
method=[infimum]_edge=[global]_changed=[Room3],0.506126
method=[infimum]_edge=[0-1]_changed=[Room4],0.875
method=[infimum]_edge=[0-3]_changed=[Room4],0.875
method=[infimum]_edge=[1-2]_changed=[Room4],0.84375
method=[infimum]_edge=[2-5]_changed=[Room4],0.84375
method=[infimum]_edge=[3-4]_changed=[Room4],0.0
method=[infimum]_edge=[4-5]_changed=[Room4],0.0
method=[infimum]_edge=[4-7]_changed=[Room4],0.0
method=[infimum]_edge=[5-8]_changed=[Room4],0.8125
method=[infimum]_edge=[7-8]_changed=[Room4],0.75
method=[infimum]_edge=[global]_changed=[Room4],0.506126
method=[infimum]_edge=[0-1]_changed=[Room5],0.875
method=[infimum]_edge=[0-3]_changed=[Room5],0.875
method=[infimum]_edge=[1-2]_changed=[Room5],0.84375
method=[infimum]_edge=[2-5]_changed=[Room5],0.0
method=[infimum]_edge=[3-4]_changed=[Room5],0.676342
method=[infimum]_edge=[4-5]_changed=[Room5],0.0
method=[infimum]_edge=[4-7]_changed=[Room5],0.71875
method=[infimum]_edge=[5-8]_changed=[Room5],0.0
method=[infimum]_edge=[7-8]_changed=[Room5],0.5647
method=[infimum]_edge=[global]_changed=[Room5],0.240198
method=[infimum]_edge=[0-1]_changed=[Room6],0.875
method=[infimum]_edge=[0-3]_changed=[Room6],0.875
method=[infimum]_edge=[1-2]_changed=[Room6],0.84375
method=[infimum]_edge=[2-5]_changed=[Room6],0.84375
method=[infimum]_edge=[3-4]_changed=[Room6],0.90625
method=[infimum]_edge=[4-5]_changed=[Room6],0.75
method=[infimum]_edge=[4-7]_changed=[Room6],0.71875
method=[infimum]_edge=[5-8]_changed=[Room6],0.8125
method=[infimum]_edge=[7-8]_changed=[Room6],0.589484
method=[infimum]_edge=[global]_changed=[Room6],0.506126
method=[infimum]_edge=[0-1]_changed=[Room7],0.875
method=[infimum]_edge=[0-3]_changed=[Room7],0.875
method=[infimum]_edge=[1-2]_changed=[Room7],0.84375
method=[infimum]_edge=[2-5]_changed=[Room7],0.84375
method=[infimum]_edge=[3-4]_changed=[Room7],0.90625
method=[infimum]_edge=[4-5]_changed=[Room7],0.75
method=[infimum]_edge=[4-7]_changed=[Room7],0.0
method=[infimum]_edge=[5-8]_changed=[Room7],0.602354
method=[infimum]_edge=[7-8]_changed=[Room7],0.0
method=[infimum]_edge=[global]_changed=[Room7],0.375221
