,info
method=[infimum]_edge=[0-1]_changed=[Room1],0.0
method=[infimum]_edge=[0-3]_changed=[Room1],0.875
method=[infimum]_edge=[1-2]_changed=[Room1],0.0
method=[infimum]_edge=[2-5]_changed=[Room1],0.78125
method=[infimum]_edge=[3-4]_changed=[Room1],0.875
method=[infimum]_edge=[4-5]_changed=[Room1],0.875
method=[infimum]_edge=[4-7]_changed=[Room1],0.78125
method=[infimum]_edge=[5-8]_changed=[Room1],0.65625
method=[infimum]_edge=[7-8]_changed=[Room1],0.78125
method=[infimum]_edge=[global]_changed=[Room1],0.4673
method=[infimum]_edge=[0-1]_changed=[Room2],0.464406
method=[infimum]_edge=[0-3]_changed=[Room2],0.875
method=[infimum]_edge=[1-2]_changed=[Room2],0.0
method=[infimum]_edge=[2-5]_changed=[Room2],0.0
method=[infimum]_edge=[3-4]_changed=[Room2],0.875
method=[infimum]_edge=[4-5]_changed=[Room2],0.712975
method=[infimum]_edge=[4-7]_changed=[Room2],0.78125
method=[infimum]_edge=[5-8]_changed=[Room2],0.440135
method=[infimum]_edge=[7-8]_changed=[Room2],0.78125
method=[infimum]_edge=[global]_changed=[Room2],0.4673
method=[infimum]_edge=[0-1]_changed=[Room3],0.90625
method=[infimum]_edge=[0-3]_changed=[Room3],0.0
method=[infimum]_edge=[1-2]_changed=[Room3],0.875
method=[infimum]_edge=[2-5]_changed=[Room3],0.78125
method=[infimum]_edge=[3-4]_changed=[Room3],0.0
method=[infimum]_edge=[4-5]_changed=[Room3],0.644219
method=[infimum]_edge=[4-7]_changed=[Room3],0.78125
method=[infimum]_edge=[5-8]_changed=[Room3],0.65625
method=[infimum]_edge=[7-8]_changed=[Room3],0.78125
method=[infimum]_edge=[global]_changed=[Room3],0.406551
method=[infimum]_edge=[0-1]_changed=[Room4],0.90625
method=[infimum]_edge=[0-3]_changed=[Room4],0.875
method=[infimum]_edge=[1-2]_changed=[Room4],0.875
method=[infimum]_edge=[2-5]_changed=[Room4],0.78125
method=[infimum]_edge=[3-4]_changed=[Room4],0.0
method=[infimum]_edge=[4-5]_changed=[Room4],0.0
method=[infimum]_edge=[4-7]_changed=[Room4],0.0
method=[infimum]_edge=[5-8]_changed=[Room4],0.65625
method=[infimum]_edge=[7-8]_changed=[Room4],0.78125
method=[infimum]_edge=[global]_changed=[Room4],0.406551
method=[infimum]_edge=[0-1]_changed=[Room5],0.90625
method=[infimum]_edge=[0-3]_changed=[Room5],0.875
method=[infimum]_edge=[1-2]_changed=[Room5],0.875
method=[infimum]_edge=[2-5]_changed=[Room5],0.0
method=[infimum]_edge=[3-4]_changed=[Room5],0.52222
method=[infimum]_edge=[4-5]_changed=[Room5],0.0
method=[infimum]_edge=[4-7]_changed=[Room5],0.78125
method=[infimum]_edge=[5-8]_changed=[Room5],0.0
method=[infimum]_edge=[7-8]_changed=[Room5],0.571802
method=[infimum]_edge=[global]_changed=[Room5],0.204126
method=[infimum]_edge=[0-1]_changed=[Room6],0.90625
method=[infimum]_edge=[0-3]_changed=[Room6],0.875
method=[infimum]_edge=[1-2]_changed=[Room6],0.875
method=[infimum]_edge=[2-5]_changed=[Room6],0.78125
method=[infimum]_edge=[3-4]_changed=[Room6],0.875
method=[infimum]_edge=[4-5]_changed=[Room6],0.875
method=[infimum]_edge=[4-7]_changed=[Room6],0.78125
method=[infimum]_edge=[5-8]_changed=[Room6],0.65625
method=[infimum]_edge=[7-8]_changed=[Room6],0.371083
method=[infimum]_edge=[global]_changed=[Room6],0.439636
method=[infimum]_edge=[0-1]_changed=[Room7],0.90625
method=[infimum]_edge=[0-3]_changed=[Room7],0.875
method=[infimum]_edge=[1-2]_changed=[Room7],0.875
method=[infimum]_edge=[2-5]_changed=[Room7],0.78125
method=[infimum]_edge=[3-4]_changed=[Room7],0.875
method=[infimum]_edge=[4-5]_changed=[Room7],0.875
method=[infimum]_edge=[4-7]_changed=[Room7],0.0
method=[infimum]_edge=[5-8]_changed=[Room7],0.453391
method=[infimum]_edge=[7-8]_changed=[Room7],0.0
method=[infimum]_edge=[global]_changed=[Room7],0.303737
